"content_title","old_url","image_type","old_image_url","attachment_id","local_source","new_path","match_method","confidence","duplicate_count","status","notes"
"Off Grid Solar Inverter: Powering Independent Solar Systems for a Self-Sufficient Future","/off-grid-solar-inverter/","featured","","","Inverters-Convert-The-Energy-To-Electricity.png","/assets/blog/off-grid-solar-inverter/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"Expanded guide for choosing the right Solar panel system with Esteem Energy","/guide-for-choosing-the-right-solar-panel-system/","featured","","","residential-solar-panel.png","/assets/blog/guide-for-choosing-the-right-solar-panel-system/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"Most Efficient Solar Systems to Install in The Home","/most-efficient-solar-systems-install-in-home/","featured","","","previous verified match","/assets/blog/most-efficient-solar-systems-install-in-home/featured.webp","exact local upload","exact","1","review","Needs original confirmation"
"A Beginner&#39;s Guide For Cleaning Solar Panels","/guide-cleaning-solar-panels/","featured","","","cleaning-solar-panels.png","/assets/blog-images/guide-cleaning-solar-panels/featured.jpg","temporary/relevance fallback","medium/uncertain","1","review","Replaced/local match"
"Growatt Inverter Review","/growatt-inverter-review/","featured","","","Inverters-Convert-The-Energy-To-Electricity.png","/assets/blog/growatt-inverter-review/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"Maximizing Your Savings: The Ultimate Guide to 2026 Solar Panel Rebates","/maximizing-your-savings-the-ultimate-guide-to-2026-solar-panel-rebates/","featured","","","Solar-Panel-Rebates.png","/assets/blog/maximizing-your-savings-the-ultimate-guide-to-2026-solar-panel-rebates/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"govt subsidies for 10kw system Australia","/govt-subsidies-for-10kw-system-australia/","featured","","","previous verified match","/assets/blog/govt-subsidies-for-10kw-system-australia/featured.jpg","exact local upload","exact","1","review","Needs original confirmation"
"Govt rebate solar panels","/govt-rebate-solar-panels/","featured","","","Solar-Panel-Rebates.png","/assets/blog-images/govt-rebate-solar-panels/featured.jpg","temporary/relevance fallback","medium/uncertain","1","review","Replaced/local match"
"longi vs jinko solar panels","/longi-vs-jinko-solar-panels/","featured","","","previous verified match","/assets/blog/longi-vs-jinko-solar-panels/featured.jpg","exact local upload","exact","1","review","Needs original confirmation"
"Unlocking Government Incentives for Installing a 6.6kW Solar System in Australia","/government-incentives-6-6-kw-solar-australia/","featured","","","Solar-Panel-Rebates.png","/assets/blog/government-incentives-6-6-kw-solar-australia/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"Longi Solar Panels Review","/longi-solar-panels-review/","featured","","","residential-solar-panel.png","/assets/blog-images/longi-solar-panels-review/featured.jpg","temporary/relevance fallback","medium/uncertain","1","review","Replaced/local match"
"Why German Made Solar Panels are the Smart Choice for Australian Homeowners","/german-made-solar-panels/","featured","","","residential-solar-panel.png","/assets/blog/german-made-solar-panels/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"The Ultimate Fronius Inverter Review: Models, Efficiency, Costs, and More","/fronius-inverter-review/","featured","","","fronius-inverter.webp","/assets/blog/fronius-inverter-review/featured.webp","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"Fox ESS Battery Review: Is This Solar Battery Worth It in 2026?","/fox-ess-battery-review/","featured","","","previous verified match","/assets/blog/fox-ess-battery-review/featured.jpg","exact local upload","exact","1","review","Needs original confirmation"
"Financing Rooftop Solar Energy System","/financing-rooftop-solar-energy-system/","featured","","","previous verified match","/assets/blog/financing-rooftop-solar-energy-system/featured.png","exact local upload","exact","1","review","Needs original confirmation"
"The Evolving Landscape of Solar Energy in Australia","/evolving-landscape-solar-energy-australia/","featured","","","Latest-Advancement-and-Potential-Impacts-on-Solar-Technology.jpg","/assets/blog-images/evolving-landscape-solar-energy-australia/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Replaced/local match"
"Ev Charging Boosted With Solar Power","/ev-charging-boosted-with-solar-power/","featured","","","previous verified match","/assets/blog/ev-charging-boosted-with-solar-power/featured.png","exact local upload","exact","1","review","Needs original confirmation"
"How Much Will a 6.6kW Solar System Save Me in Australia? (2025 Guide)","/how-much-will-a-6-6kw-solar-system-save-me-2/","featured","","","5-kw-Solar-System.png","/assets/blog/how-much-will-a-6-6kw-solar-system-save-me-2/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"How Much Will A 6.6kw Solar System Save Me","/how-much-will-a-6-6kw-solar-system-save-me/","featured","","","5-kw-Solar-System.png","/assets/blog/how-much-will-a-6-6kw-solar-system-save-me/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"How Much Will a 5kW Solar System Save Me? A Comprehensive Guide to Solar Savings, Electricity Bill Reduction, and ROI","/how-much-will-a-5kw-solar-system-save-me/","featured","","","5-kw-Solar-System.png","/assets/blog/how-much-will-a-5kw-solar-system-save-me/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"How Much Will a 10kW Solar System Save Me in Australia?","/how-much-will-a-10kw-solar-system-save-me/","featured","","","5-kw-Solar-System.png","/assets/blog/how-much-will-a-10kw-solar-system-save-me/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"How Much Solar Do I Need","/how-much-solar-do-i-need/","featured","","","Latest-Advancement-and-Potential-Impacts-on-Solar-Technology.jpg","/assets/blog/how-much-solar-do-i-need/featured.jpg","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"How Much Power Does a 5kW Solar System Generate? A Complete Guide","/how-much-power-does-a-5kw-solar-system-generate/","featured","","","5-kw-Solar-System.png","/assets/blog-images/how-much-power-does-a-5kw-solar-system-generate/featured.jpg","temporary/relevance fallback","medium/uncertain","1","review","Replaced/local match"
"how much power does a 10kw system produce","/how-much-power-does-a-10kw-system-produce/","featured","","","previous verified match","/assets/blog/how-much-power-does-a-10kw-system-produce/featured.jpg","exact local upload","exact","1","review","Needs original confirmation"
"how much power does 5kw system produce","/how-much-power-does-5kw-system-produce/","featured","","","previous verified match","/assets/blog/how-much-power-does-5kw-system-produce/featured.jpg","exact local upload","exact","1","review","Needs original confirmation"
"How Much Money Do You Save With Solar Panels Australia","/how-much-money-do-you-save-with-solar-panels-australia/","featured","","","Cost-Savings-on-Energy-Bills.png","/assets/blog-images/how-much-money-do-you-save-with-solar-panels-australia/featured.webp","temporary/relevance fallback","medium/uncertain","1","review","Replaced/local match"
"How Much Electricity Can a 6.6 kW Solar System Produce?","/how-much-electricity-can-a-6-6-kw-solar-system-produce/","featured","","","","/assets/blog-images/how-much-electricity-can-a-6-6-kw-solar-system-produce/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Replaced/local match"
"How Much Does One Solar Panel Cost In Australia","/how-much-does-one-solar-panel-cost-in-australia/","featured","","","Cost-Savings-on-Energy-Bills.png","/assets/blog/how-much-does-one-solar-panel-cost-in-australia/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"How Much Does Electricity Cost","/how-much-does-electricity-cost-australia/","featured","","","solar-water-heater-solar-panel-installed-dollar-bills-roof-white-background-3d-rendering_476612-8227.jpg","/assets/blog/how-much-does-electricity-cost-australia/featured.jpg","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"How Much Does a 6.6 KW Solar System Cost in Australia","/how-much-does-a-6-6-kw-solar-system-cost-in-australia/","featured","","","5-kw-Solar-System.png","/assets/blog-images/how-much-does-a-6-6-kw-solar-system-cost-in-australia/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Replaced/local match"
"How Much Do Tesla Solar Panels Cost in 2025? | Tesla Solar Price, Roof Cost &amp; More Explained","/how-much-do-tesla-solar-panels-cost/","featured","","","Alpha-ESS-Battery-Vs-Tesla.jpg","/assets/blog/how-much-do-tesla-solar-panels-cost/featured.jpg","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"How Much Do Solar Panels Cost in Sydney (2025 Guide)","/how-much-do-solar-panels-cost-sydney/","featured","","","Cost-Savings-on-Energy-Bills.png","/assets/blog/how-much-do-solar-panels-cost-sydney/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"Loan For Solar Panels","/loan-for-solar-panels/","featured","","","residential-solar-panel.png","/assets/blog-images/loan-for-solar-panels/featured.jpg","temporary/relevance fallback","medium/uncertain","1","review","Replaced/local match"
"How Much Do Solar Panels Cost in Adelaide? (2025 Updated Guide)","/how-much-do-solar-panels-cost-adelaide/","featured","","","Cost-Savings-on-Energy-Bills.png","/assets/blog/how-much-do-solar-panels-cost-adelaide/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"Latest Advancement and Potential Impacts on Solar Technology","/latest-advancement-potential-impacts-solar-technology/","featured","","","previous verified match","/assets/blog-images/latest-advancement-potential-impacts-solar-technology/featured.jpg","exact local upload","exact","1","review","Replaced/local match"
"How Much Do Solar Panels Cost","/how-much-do-solar-panels-cost/","featured","","","Cost-Savings-on-Energy-Bills.png","/assets/blog-images/how-much-do-solar-panels-cost/featured.jpg","temporary/relevance fallback","medium/uncertain","1","review","Replaced/local match"
"Jinko Solar Panels Review","/jinko-solar-panels-review/","featured","","","previous verified match","/assets/blog/jinko-solar-panels-review/featured.jpg","exact local upload","exact","1","review","Needs original confirmation"
"How Much Do Commercial Solar Panels Cost in 2025? A Complete Pricing Breakdown","/how-much-do-commercial-solar-panels-cost/","featured","","","commercial-solar-systems-10kw-379365895-734o8.webp","/assets/blog/how-much-do-commercial-solar-panels-cost/featured.webp","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"Is Solar Worth It","/is-solar-worth-it/","featured","","","Cost-Savings-on-Energy-Bills.png","/assets/blog/is-solar-worth-it/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"How to Maintain Your Residential Solar System","/how-to-maintain-your-residential-solar-system/","featured","","","","/assets/blog-images/how-to-maintain-your-residential-solar-system/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Replaced/local match"
"Is A Solar Battery Worth It","/is-a-solar-battery-worth-it/","featured","","","previous verified match","/assets/blog/is-a-solar-battery-worth-it/featured.jpg","exact local upload","exact","1","review","Needs original confirmation"
"how to install a 10kw solar system","/how-to-install-a-10kw-solar-system/","featured","","","previous verified match","/assets/blog/how-to-install-a-10kw-solar-system/featured.jpg","exact local upload","exact","1","review","Needs original confirmation"
"how to increase solar panel efficiency","/how-to-increase-solar-panel-efficiency/","featured","","","previous verified match","/assets/blog/how-to-increase-solar-panel-efficiency/featured.jpg","exact local upload","exact","1","review","Needs original confirmation"
"15 Things to Consider Before Installing Residential Solar Panels","/installing-residential-solar-panels/","featured","","","Solar-Panel-installation.png","/assets/blog/installing-residential-solar-panels/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"How to Clean Solar Panels on Roof: Complete Homeowner Guide","/how-to-clean-solar-panels-on-roof/","featured","","","cleaning-solar-panels.png","/assets/blog-images/how-to-clean-solar-panels-on-roof/featured.jpg","temporary/relevance fallback","medium/uncertain","1","review","Replaced/local match"
"Importance of Solar Panel Installation","/importance-solar-panel-installation/","featured","","","previous verified match","/assets/blog/importance-solar-panel-installation/featured.png","exact local upload","exact","1","review","Needs original confirmation"
"How To Clean Solar Panels At Home","/how-to-clean-solar-panels-at-home/","featured","","","cleaning-solar-panels.png","/assets/blog-images/how-to-clean-solar-panels-at-home/featured.jpg","temporary/relevance fallback","medium/uncertain","1","review","Replaced/local match"
"All About Hybrid Solar Systems","/hybrid-solar-systems/","featured","","","previous verified match","/assets/blog/hybrid-solar-systems/featured.png","exact local upload","exact","1","review","Needs original confirmation"
"How to Choose the Right Solar System Size for Your Home","/how-to-choose-the-right-solar-system-size/","featured","","","","../../assests/about/modern-home-solar-panels.webp","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"Huawei Inverter Review: An In-Depth Look at Features, Performance, and Cost","/huawei-inverter-review/","featured","","","Inverters-Convert-The-Energy-To-Electricity.png","/assets/blog/huawei-inverter-review/featured.png","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"How to check solar panel output","/how-to-check-solar-panel-output-2/","featured","","","Solar-Panel-Temperature-Coefficient.png","/assets/blog-images/how-to-check-solar-panel-output-2/featured.jpg","temporary/relevance fallback","medium/uncertain","1","review","Replaced/local match"
"How to Monitor Your Solar Systemâ€™s Performance with a WiFi App","/how-to-monitor-your-solar-systems-performance-with-a-wifi-app/","featured","","","Solar-Performance-in-Winter-Season.jpg","/assets/blog/how-to-monitor-your-solar-systems-performance-with-a-wifi-app/featured.jpg","temporary/relevance fallback","medium/uncertain","1","review","Needs original confirmation"
"how to check solar panel output","/how-to-check-solar-panel-output/","featured","","","previous verified match","/assets/blog/how-to-check-solar-panel-output/featured.jpg","exact local upload","exact","1","review","Needs original confirmation"
